District,Year,coriander_Area,coriander_Production,coriander_Yield,dry chillies_Area,dry chillies_Production,dry chillies_Yield,garlic_Area,garlic_Production,garlic_Yield,onion_Area,onion_Production,onion_Yield,potato_Area,potato_Production,potato_Yield,sugarcane_Area,sugarcane_Production,sugarcane_Yield,sweet potato_Area,sweet potato_Production,sweet potato_Yield,guar seed_Area,guar seed_Production,guar seed_Yield,sun hemp_Area,sun hemp_Production,sun hemp_Yield,tapioca_Area,tapioca_Production,tapioca_Yield,citrus fruit_Area,citrus fruit_Production,citrus fruit_Yield,mango_Area,mango_Production,mango_Yield,other fresh fruits_Area,other fresh fruits_Production,other fresh fruits_Yield,other vegetables_Area,other vegetables_Production,other vegetables_Yield,pome fruit_Area,pome fruit_Production,pome fruit_Yield,other oilseeds_Area,other oilseeds_Production,other oilseeds_Yield,ginger_Area,ginger_Production,ginger_Yield,banana_Area,banana_Production,banana_Yield,tobacco_Area,tobacco_Production,tobacco_Yield,papaya_Area,papaya_Production,papaya_Yield,watermelon_Area,watermelon_Production,watermelon_Yield,turmeric_Area,turmeric_Production,turmeric_Yield,grapes_Area,grapes_Production,grapes_Yield,orange_Area,orange_Production,orange_Yield
Bundi,2017 - 2018,1730,2702,1.56,26,0,0,3345,16896,5.05,37,692,18.7,54,465,8.61,765,60076,78.53,97,137,1.41,132,49,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,252,3.04,0,0,0,0,0,0
Bundi,2018 - 2019,784,1070,1.36,22,17,0.77,2006,8931,4.45,13,298,22.92,64,623,9.73,575,47764,83.07,93,602,6.47,97,32,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,284,2.73,0,0,0,0,0,0
Bundi,2019 - 2020,230,325,1.41,53,10,0.19,2023,9049,4.47,18,104,5.78,50,330,6.6,256,23069,90.11,99,512,5.17,199,90,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,62,0.73,0,0,0,0,0,0
Bundi,2020 - 2021,2077,3334,1.61,28,23,0.82,2419,11320,4.68,27,378,14,129,809,6.27,264,25448,96.39,62,495,7.98,68,31,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,422,3.91,0,0,0,0,0,0
Bundi,2021 - 2022,157,205,1.31,3,9,3,2860,11471,4.01,59,274,4.64,131,631,4.82,227,22097,97.34,7,65,9.29,184,77,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,545,4.54,0,0,0,0,0,0
Bundi,2022 - 2023,917,1311,1.43,0,0,0,1232,5110,4.15,32,152,4.75,87,466,5.36,243,21660,89.14,18,125,6.94,78,42,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,690,5,0,0,0,0,0,0
Chittaurgarh,1998 - 1999,3375,1968,0.58,676,775,1.15,5836,23334,4,385,2456,6.38,27,98,3.63,2267,131848,58.16,20,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0
Chittaurgarh,1999 - 2000,1598,1817,1.14,849,1456,1.71,8742,34968,4,609,3762,6.18,31,115,3.71,1605,83940,52.3,16,23,1.44,17027,6353,0.37,266,62,0.23,6,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0.93,0,0,0,0,0,0,11,11,1,0,0,0,0,0,0
Chittaurgarh,2000 - 2001,699,759,1.09,671,837,1.25,3612,9030,2.5,448,3974,8.87,16,34,2.13,1025,57304,55.91,4,6,1.5,18734,4550,0.24,179,21,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,4,0.31,0,0,0,0,0,0,12,10,0.83,0,0,0,0,0,0
Chittaurgarh,2001 - 2002,2128,2109,0.99,733,1010,1.38,4718,17584,3.73,697,2613,3.75,42,229,5.45,659,30954,46.97,7,6,0.86,7833,39213,5.01,133,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0.23,0,0,0,0,0,0,11,11,1,0,0,0,0,0,0
Chittaurgarh,2002 - 2003,919,1020,1.11,572,251,0.44,4791,22039,4.6,815,2070,2.54,5,6,1.2,862,43675,50.67,16,50,3.13,4902,696,0.14,195,0,0,0,0,0,66,0,0,0,0,0,247,0,0,874,0,0,18,0,0,0,0,0,0,0,0,0,0,0,6,1,0.17,6,20,3.33,3,0,0,10,3,0.3,0,0,0,0,0,0
Chittaurgarh,2003 - 2004,2223,987,0.44,627,460,0.73,6085,27991,4.6,490,1749,3.57,26,66,2.54,786,44811,57.01,8,30,3.75,5858,0,0,98,39,0.4,0,0,0,76,0,0,0,0,0,255,0,0,1008,0,0,17,0,0,18252,6710,0.37,0,0,0,0,0,0,9,0,0,2,0,0,6,0,0,5,4,0.8,0,0,0,0,0,0
Chittaurgarh,2004 - 2005,1551,1199,0.77,575,340,0.59,6869,38649,5.63,709,3654,5.15,36,133,3.69,759,45636,60.13,13,41,3.15,3306,2158,0.65,95,16,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0.55,0,0,0,0,0,0,11,11,1,0,0,0,0,0,0
Chittaurgarh,2005 - 2006,1173,1051,0.9,413,229,0.55,4782,23910,5,762,3872,5.08,33,165,5,1180,92404,78.31,24,136,5.67,4315,3601,0.83,83,24,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0.86,0,0,0,0,0,0,12,12,1,0,0,0,0,0,0
Chittaurgarh,2006 - 2007,1959,2606,1.33,386,158,0.41,6613,43646,6.6,745,5891,7.91,35,327,9.34,1375,78526,57.11,18,77,4.28,4227,4195,0.99,42,21,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.33,0,0,0,0,0,0,18,70,3.89,0,0,0,0,0,0
Chittaurgarh,2007 - 2008,2451,2238,0.91,401,181,0.45,11200,72800,6.5,1006,9047,8.99,32,160,5,1195,43057,36.03,13,103,7.92,5009,5009,1,55,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,0,0,0,0,0,0,5,13,2.6,0,0,0,0,0,0
Chittaurgarh,2008 - 2009,3203,3184,0.99,172,129,0.75,5445,35393,6.5,193,1693,8.77,10,63,6.3,881,43715,49.62,2,0,0,5202,5203,1,100,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,0,0,0,0,0,0,8,24,3,0,0,0,0,0,0
Chittaurgarh,2009 - 2010,2172,1262,0.58,212,136,0.64,3424,22256,6.5,209,1045,5,5,20,4,989,54064,54.67,0,0,0,3728,1186,0.32,179,87,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chittaurgarh,2010 - 2011,3156,2054,0.65,205,155,0.76,4568,26038,5.7,471,4177,8.87,22,162,7.36,1089,79726,73.21,2,2,1,3756,1646,0.44,87,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,1,0,0,0,0,0,0,7,24,3.43,0,0,0,0,0,0
Chittaurgarh,2011 - 2012,2388,2715,1.14,205,135,0.66,6663,38179,5.73,806,6072,7.53,19,103,5.42,1163,88734,76.3,1,1,1,3436,2690,0.78,30,12,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,0,0,0,0,0,0,17,61,3.59,0,0,0,0,0,0
Chittaurgarh,2012 - 2013,1853,1089,0.59,191,181,0.95,6145,40557,6.6,404,3008,7.45,17,135,7.94,1037,91075,87.83,14,7,0.5,9260,5982,0.65,54,72,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,2.33,0,0,0,0,0,0
Chittaurgarh,2013 - 2014,3619,2610,0.72,183,163,0.89,5948,28195,4.74,547,3534,6.46,12,58,4.83,1034,108814,105.24,11,32,2.91,11142,9885,0.89,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,39,7.8,0,0,0,0,0,0
Chittaurgarh,2014 - 2015,4317,1938,0.45,171,233,1.36,0,0,0,408,2932,7.19,6,35,5.83,1369,121750,88.93,6,30,5,8157,6254,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0
Chittaurgarh,2015 - 2016,4771,5213,1.09,163,185,1.13,6097,29753,4.88,772,6234,8.08,20,98,4.9,1457,117840,80.88,20,103,5.15,8531,4511,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,9,54,6,0,0,0,0,0,0
Chittaurgarh,2016 - 2017,3775,3735,0.99,103,102,0.99,6551,31930,4.87,528,4944,9.36,13,140,10.77,1451,109794,75.67,3,13,4.33,8631,4175,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,9,142,15.78,0,0,0,0,0,0,0,0,0,11,41,3.73,0,0,0,0,0,0
Chittaurgarh,2017 - 2018,2535,2648,1.04,84,81,0.96,6610,33921,5.13,3745,4792,1.28,10,83,8.3,1775,128645,72.48,5,24,4.8,6361,4224,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,139,15.44,0,0,0,0,0,0,0,0,0,360,36,0.1,0,0,0,0,0,0
Chittaurgarh,2018 - 2019,1598,1987,1.24,71,77,1.08,5448,28046,5.15,502,6716,13.38,25,223,8.92,1709,141369,82.72,14,120,8.57,5351,1787,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chittaurgarh,2019 - 2020,2120,3627,1.71,51,34,0.67,5497,0,0,376,4173,11.1,19,260,13.68,1086,65237,60.07,28,151,5.39,4687,2119,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chittaurgarh,2020 - 2021,3075,4471,1.45,33,41,1.24,5196,26335,5.07,374,4270,11.42,22,650,29.55,1358,102775,75.68,23,160,6.96,1883,1719,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.67,0,0,0,0,0,0,1,6,6,0,0,0,0,0,0
Chittaurgarh,2021 - 2022,2752,4807,1.75,35,34,0.97,5372,25865,4.81,373,4961,13.3,29,322,11.1,993,72166,72.67,5,28,5.6,2547,1781,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,4,22,5.5,0,0,0,0,0,0
Chittaurgarh,2022 - 2023,4371,5716,1.31,0,0,0,4015,19644,4.89,97,1164,12,16,1020,63.75,678,48996,72.27,1,1,1,756,587,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,8.25,0,0,0,0,0,0
Churu,1998 - 1999,3,3,1,13,7,0.54,1,2,2,93,272,2.92,0,0,0,0,0,0,8,7,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churu,1999 - 2000,8,6,0.75,13,7,0.54,3,5,1.67,123,286,2.33,0,0,0,0,0,0,0,0,0,593674,21658,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churu,2000 - 2001,4,14,3.5,6,2,0.33,0,0,0,62,143,2.31,2,2,1,0,0,0,0,0,0,455916,33342,0.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churu,2001 - 2002,11,17,1.55,6,1,0.17,0,0,0,68,123,1.81,0,0,0,0,0,0,4,2,0.5,384057,64902,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,72,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churu,2002 - 2003,3,2,0.67,1,1,1,0,0,0,57,74,1.3,0,0,0,0,0,0,12,18,1.5,81731,198,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churu,2003 - 2004,6,7,1.17,1,0,0,0,0,0,36,36,1,0,0,0,0,0,0,0,0,0,327274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,101,0,0,0,0,0,4471,3595,0.8,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Churu,2004 - 2005,3,3,1,1,1,1,0,0,0,40,148,3.7,0,0,0,0,0,0,18,4,0.22,364155,18923,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churu,2005 - 2006,8,8,1,0,0,0,0,0,0,35,40,1.14,0,0,0,0,0,0,0,0,0,373731,34284,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churu,2006 - 2007,2,2,1,0,0,0,1,0,0,42,30,0.71,0,0,0,0,0,0,0,0,0,387280,20514,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churu,2007 - 2008,5,4,0.8,0,0,0,1,0,0,99,99,1,2,1,0.5,0,0,0,0,0,0,347229,66980,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churu,2008 - 2009,5,6,1.2,0,0,0,1,0,0,52,86,1.65,0,0,0,0,0,0,3,0,0,349810,69432,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churu,2009 - 2010,22,27,1.23,0,0,0,0,0,0,176,8,0.05,4,4,1,0,0,0,0,0,0,294579,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churu,2010 - 2011,17,19,1.12,0,0,0,1,0,0,155,233,1.5,1,0,0,0,0,0,0,0,0,247427,94720,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churu,2011 - 2012,62,76,1.23,0,0,0,2,0,0,99,181,1.83,2,0,0,0,0,0,0,0,0,326758,167336,0.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churu,2012 - 2013,23,27,1.17,0,0,0,1,0,0,89,145,1.63,0,0,0,0,0,0,0,0,0,607465,122656,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churu,2013 - 2014,21,13,0.62,0,0,0,1,1,1,225,1454,6.46,0,0,0,0,0,0,0,0,0,525483,210258,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churu,2014 - 2015,20,16,0.8,0,0,0,0,0,0,388,1855,4.78,8,68,8.5,0,0,0,0,0,0,518765,225420,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churu,2015 - 2016,109,116,1.06,1,0,0,2,1,0.5,42,47,1.12,5,68,13.6,0,0,0,3,3,1,393721,86840,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churu,2016 - 2017,137,156,1.14,0,0,0,3,3,1,976,16358,16.76,1,2,2,0,0,0,4,4,1,209358,61230,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churu,2017 - 2018,125,166,1.33,0,0,0,0,0,0,457,9090,19.89,0,0,0,0,0,0,4,6,1.5,259072,77083,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churu,2018 - 2019,86,112,1.3,0,0,0,1,4,4,323,4277,13.24,2,8,4,0,0,0,0,0,0,238000,76240,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churu,2019 - 2020,27,40,1.48,3,2,0.67,0,0,0,333,7576,22.75,2,60,30,0,0,0,0,0,0,199825,67764,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churu,2020 - 2021,75,112,1.49,0,0,0,1,1,1,450,9778,21.73,1,1,1,0,0,0,0,0,0,171689,75493,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churu,2021 - 2022,27,40,1.48,0,0,0,3,5,1.67,655,31992,48.84,1,13,13,0,0,0,1,15,15,137053,66787,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churu,2022 - 2023,30,41,1.37,0,0,0,0,0,0,404,15876,39.3,0,0,0,0,0,0,0,0,0,212683,103085,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dausa,1998 - 1999,30,27,0.9,80,171,2.14,6,6,1,37,107,2.89,12,34,2.83,25,1194,47.76,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dausa,1999 - 2000,7,13,1.86,37,79,2.14,4,4,1,19,47,2.47,7,11,1.57,15,612,40.8,9,7,0.78,14785,10217,0.69,58,28,0.48,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,137,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dausa,2000 - 2001,7,7,1,26,67,2.58,2,2,1,39,137,3.51,1,0,0,6,250,41.67,1,1,1,21994,4712,0.21,48,29,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,37,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dausa,2001 - 2002,14,15,1.07,25,18,0.72,0,0,0,21,26,1.24,3,5,1.67,2,95,47.5,3,6,2,10008,7851,0.78,31,21,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,75,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dausa,2002 - 2003,6,6,1,22,19,0.86,3,3,1,18,36,2,5,8,1.6,2,84,42,2,7,3.5,2989,307,0.1,6,0,0,0,0,0,0,0,0,0,0,0,142,0,0,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,74,0.38,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0
Dausa,2003 - 2004,17,21,1.24,51,48,0.94,5,9,1.8,17,18,1.06,6,10,1.67,3,160,53.33,4,17,4.25,15990,0,0,42,19,0.45,0,0,0,0,0,0,0,0,0,399,0,0,1295,0,0,0,0,0,47,48,1.02,0,0,0,0,0,0,87,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0
Dausa,2004 - 2005,2,2,1,25,15,0.6,2,6,3,10,13,1.3,24,27,1.13,1,48,48,4,6,1.5,11144,7893,0.71,37,2,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dausa,2005 - 2006,1,1,1,16,12,0.75,2,6,3,11,17,1.55,3,3,1,4,244,61,2,2,1,10664,8003,0.75,19,28,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,104,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dausa,2006 - 2007,2,2,1,15,15,1,2,2,1,13,19,1.46,10,17,1.7,3,173,57.67,2,2,1,9985,8050,0.81,18,29,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,92,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dausa,2007 - 2008,5,4,0.8,24,24,1,6,5,0.83,71,71,1,12,49,4.08,2,114,57,4,5,1.25,11215,10356,0.92,13,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,78,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dausa,2008 - 2009,2,2,1,26,29,1.12,2,3,1.5,34,65,1.91,27,117,4.33,3,178,59.33,0,0,0,11142,6858,0.62,22,19,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,119,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dausa,2009 - 2010,1,1,1,45,0,0,0,0,0,25,2,0.08,6,30,5,2,115,57.5,0,0,0,8280,3510,0.42,23,12,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,30,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dausa,2010 - 2011,3,3,1,39,78,2,0,0,0,43,54,1.26,10,40,4,1,67,67,2,4,2,7016,6246,0.89,22,32,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dausa,2011 - 2012,4,5,1.25,41,48,1.17,2,5,2.5,72,133,1.85,19,86,4.53,1,70,70,0,0,0,5187,4398,0.85,9,6,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,61,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dausa,2012 - 2013,0,0,0,52,106,2.04,0,0,0,37,73,1.97,1,2,2,4,292,73,0,0,0,9386,9857,1.05,10,21,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,104,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dausa,2013 - 2014,0,0,0,27,27,1,0,0,0,21,46,2.19,1,2,2,4,276,69,1,2,2,17634,18663,1.06,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dausa,2014 - 2015,0,0,0,4,4,1,0,0,0,37,67,1.81,7,14,2,4,290,72.5,0,0,0,12448,12091,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,30,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dausa,2015 - 2016,0,0,0,4,3,0.75,0,0,0,25,34,1.36,3,7,2.33,1,86,86,0,0,0,14071,10863,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dausa,2016 - 2017,0,0,0,25,25,1,2,2,1,46,52,1.13,0,0,0,1,71,71,0,0,0,14003,14637,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dausa,2017 - 2018,0,0,0,0,0,0,0,0,0,40,99,2.48,1,10,10,0,0,0,0,0,0,12170,10575,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
